frame,time_s,z_m,vz_mps,F_brake_N,P_recov_W,E_cum_J,wheel_deg
379,3.15,11.270156,-1.22625,4905.0,4059.96,12070.22,534.26
380,3.158333,11.259937,-1.22625,4905.0,4059.96,12104.05,535.72
381,3.166667,11.249719,-1.22625,4905.0,4059.96,12137.88,537.19
382,3.175,11.2395,-1.22625,4905.0,4059.96,12171.71,538.65
383,3.183333,11.229281,-1.22625,4905.0,4059.96,12205.55,540.12
384,3.191667,11.219062,-1.22625,4905.0,4059.96,12239.38,541.58
385,3.2,11.208844,-1.22625,4905.0,4059.96,12273.21,543.04
386,3.208333,11.198625,-1.22625,4905.0,4059.96,12307.05,544.51
387,3.216667,11.188406,-1.22625,4905.0,4059.96,12340.88,545.97
388,3.225,11.178187,-1.22625,4905.0,4059.96,12374.71,547.43
389,3.233333,11.167969,-1.22625,4905.0,4059.96,12408.55,548.9
390,3.241667,11.15775,-1.22625,4905.0,4059.96,12442.38,550.36
391,3.25,11.147531,-1.22625,4905.0,4059.96,12476.21,551.83
392,3.258333,11.137312,-1.22625,4905.0,4059.96,12510.04,553.29
393,3.266667,11.127094,-1.22625,4905.0,4059.96,12543.88,554.75
394,3.275,11.116875,-1.22625,4905.0,4059.96,12577.71,556.22
395,3.283333,11.106656,-1.22625,4905.0,4059.96,12611.54,557.68
396,3.291667,11.096437,-1.22625,4905.0,4059.96,12645.38,559.14
397,3.3,11.086219,-1.22625,4905.0,4059.96,12679.21,560.61
398,3.308333,11.076,-1.22625,4905.0,4059.96,12713.04,562.07
399,3.316667,11.065781,-1.22625,4905.0,4059.96,12746.88,563.54
400,3.325,11.055562,-1.22625,4905.0,4059.96,12780.71,565.0
401,3.333333,11.045344,-1.22625,4905.0,4059.96,12814.54,566.46
402,3.341667,11.035125,-1.22625,4905.0,4059.96,12848.37,567.93
403,3.35,11.024906,-1.22625,4905.0,4059.96,12882.21,569.39
404,3.358333,11.014687,-1.22625,4905.0,4059.96,12916.04,570.85
405,3.366667,11.004469,-1.22625,4905.0,4059.96,12949.87,572.32
406,3.375,10.99425,-1.22625,4905.0,4059.96,12983.71,573.78
407,3.383333,10.984031,-1.22625,4905.0,4059.96,13017.54,575.25
408,3.391667,10.973812,-1.22625,4905.0,4059.96,13051.37,576.71
409,3.4,10.963594,-1.22625,4905.0,4059.96,13085.21,578.17
410,3.408333,10.953375,-1.22625,4905.0,4059.96,13119.04,579.64
411,3.416667,10.943156,-1.22625,4905.0,4059.96,13152.87,581.1
412,3.425,10.932937,-1.22625,4905.0,4059.96,13186.7,582.56
413,3.433333,10.922719,-1.22625,4905.0,4059.96,13220.54,584.03
414,3.441667,10.9125,-1.22625,4905.0,4059.96,13254.37,585.49
415,3.45,10.902281,-1.22625,4905.0,4059.96,13288.2,586.95
416,3.458333,10.892062,-1.22625,4905.0,4059.96,13322.04,588.42
417,3.466667,10.881844,-1.22625,4905.0,4059.96,13355.87,589.88
418,3.475,10.871625,-1.22625,4905.0,4059.96,13389.7,591.35
419,3.483333,10.861406,-1.22625,4905.0,4059.96,13423.54,592.81
420,3.491667,10.851187,-1.22625,4905.0,4059.96,13457.37,594.27
421,3.5,10.840969,-1.22625,4905.0,4059.96,13491.2,595.74
422,3.508333,10.83075,-1.22625,4905.0,4059.96,13525.03,597.2
423,3.516667,10.820531,-1.22625,4905.0,4059.96,13558.87,598.66
424,3.525,10.810312,-1.22625,4905.0,4059.96,13592.7,600.13
425,3.533333,10.800094,-1.22625,4905.0,4059.96,13626.53,601.59
426,3.541667,10.789875,-1.22625,4905.0,4059.96,13660.37,603.06
427,3.55,10.779656,-1.22625,4905.0,4059.96,13694.2,604.52
428,3.558333,10.769437,-1.22625,4905.0,4059.96,13728.03,605.98
429,3.566667,10.759219,-1.22625,4905.0,4059.96,13761.87,607.45
430,3.575,10.749,-1.22625,4905.0,4059.96,13795.7,608.91
431,3.583333,10.738781,-1.22625,4905.0,4059.96,13829.53,610.37
432,3.591667,10.728562,-1.22625,4905.0,4059.96,13863.37,611.84
433,3.6,10.718344,-1.22625,4905.0,4059.96,13897.2,613.3
434,3.608333,10.708125,-1.22625,4905.0,4059.96,13931.03,614.77
435,3.616667,10.697906,-1.22625,4905.0,4059.96,13964.86,616.23
436,3.625,10.687687,-1.22625,4905.0,4059.96,13998.7,617.69
437,3.633333,10.677469,-1.22625,4905.0,4059.96,14032.53,619.16
438,3.641667,10.66725,-1.22625,4905.0,4059.96,14066.36,620.62
439,3.65,10.657031,-1.22625,4905.0,4059.96,14100.2,622.08
440,3.658333,10.646812,-1.22625,4905.0,4059.96,14134.03,623.55
441,3.666667,10.636594,-1.22625,4905.0,4059.96,14167.86,625.01
442,3.675,10.626375,-1.22625,4905.0,4059.96,14201.7,626.48
443,3.683333,10.616156,-1.22625,4905.0,4059.96,14235.53,627.94
444,3.691667,10.605937,-1.22625,4905.0,4059.96,14269.36,629.4
445,3.7,10.595719,-1.22625,4905.0,4059.96,14303.19,630.87
446,3.708333,10.5855,-1.22625,4905.0,4059.96,14337.03,632.33
447,3.716667,10.575281,-1.22625,4905.0,4059.96,14370.86,633.79
448,3.725,10.565062,-1.22625,4905.0,4059.96,14404.69,635.26
449,3.733333,10.554844,-1.22625,4905.0,4059.96,14438.53,636.72
450,3.741667,10.544625,-1.22625,4905.0,4059.96,14472.36,638.19
451,3.75,10.534406,-1.22625,4905.0,4059.96,14506.19,639.65
452,3.758333,10.524187,-1.22625,4905.0,4059.96,14540.03,641.11
453,3.766667,10.513969,-1.22625,4905.0,4059.96,14573.86,642.58
454,3.775,10.50375,-1.22625,4905.0,4059.96,14607.69,644.04
455,3.783333,10.493531,-1.22625,4905.0,4059.96,14641.52,645.5
456,3.791667,10.483312,-1.22625,4905.0,4059.96,14675.36,646.97
457,3.8,10.473094,-1.22625,4905.0,4059.96,14709.19,648.43
458,3.808333,10.462875,-1.22625,4905.0,4059.96,14743.02,649.9
459,3.816667,10.452656,-1.22625,4905.0,4059.96,14776.86,651.36
460,3.825,10.442437,-1.22625,4905.0,4059.96,14810.69,652.82
461,3.833333,10.432219,-1.22625,4905.0,4059.96,14844.52,654.29
462,3.841667,10.422,-1.22625,4905.0,4059.96,14878.36,655.75
463,3.85,10.411781,-1.22625,4905.0,4059.96,14912.19,657.21
464,3.858333,10.401562,-1.22625,4905.0,4059.96,14946.02,658.68
465,3.866667,10.391344,-1.22625,4905.0,4059.96,14979.85,660.14
466,3.875,10.381125,-1.22625,4905.0,4059.96,15013.69,661.61
467,3.883333,10.370906,-1.22625,4905.0,4059.96,15047.52,663.07
468,3.891667,10.360687,-1.22625,4905.0,4059.96,15081.35,664.53
469,3.9,10.350469,-1.22625,4905.0,4059.96,15115.19,666.0
470,3.908333,10.34025,-1.22625,4905.0,4059.96,15149.02,667.46
471,3.916667,10.330031,-1.22625,4905.0,4059.96,15182.85,668.92
472,3.925,10.319812,-1.22625,4905.0,4059.96,15216.69,670.39
473,3.933333,10.309594,-1.22625,4905.0,4059.96,15250.52,671.85
474,3.941667,10.299375,-1.22625,4905.0,4059.96,15284.35,673.31
475,3.95,10.289156,-1.22625,4905.0,4059.96,15318.18,674.78
476,3.958333,10.278937,-1.22625,4905.0,4059.96,15352.02,676.24
477,3.966667,10.268719,-1.22625,4905.0,4059.96,15385.85,677.71
478,3.975,10.2585,-1.22625,4905.0,4059.96,15419.68,679.17
479,3.983333,10.248281,-1.22625,4905.0,4059.96,15453.52,680.63
480,3.991667,10.238062,-1.22625,4905.0,4059.96,15487.35,682.1
481,4.0,10.227844,-1.22625,4905.0,4059.96,15521.18,683.56
482,4.008333,10.217625,-1.22625,4905.0,4059.96,15555.02,685.02
483,4.016667,10.207406,-1.22625,4905.0,4059.96,15588.85,686.49
484,4.025,10.197187,-1.22625,4905.0,4059.96,15622.68,687.95
485,4.033333,10.186969,-1.22625,4905.0,4059.96,15656.51,689.42
486,4.041667,10.17675,-1.22625,4905.0,4059.96,15690.35,690.88
487,4.05,10.166531,-1.22625,4905.0,4059.96,15724.18,692.34
488,4.058333,10.156312,-1.22625,4905.0,4059.96,15758.01,693.81
489,4.066667,10.146094,-1.22625,4905.0,4059.96,15791.85,695.27
490,4.075,10.135875,-1.22625,4905.0,4059.96,15825.68,696.73
491,4.083333,10.125656,-1.22625,4905.0,4059.96,15859.51,698.2
492,4.091667,10.115437,-1.22625,4905.0,4059.96,15893.35,699.66
493,4.1,10.105219,-1.22625,4905.0,4059.96,15927.18,701.13
494,4.108333,10.095,-1.22625,4905.0,4059.96,15961.01,702.59
495,4.116667,10.084781,-1.22625,4905.0,4059.96,15994.84,704.05
496,4.125,10.074562,-1.22625,4905.0,4059.96,16028.68,705.52
497,4.133333,10.064344,-1.22625,4905.0,4059.96,16062.51,706.98
498,4.141667,10.054125,-1.22625,4905.0,4059.96,16096.34,708.44
499,4.15,10.043906,-1.22625,4905.0,4059.96,16130.18,709.91
500,4.158333,10.033687,-1.22625,4905.0,4059.96,16164.01,711.37
501,4.166667,10.023469,-1.22625,4905.0,4059.96,16197.84,712.84
502,4.175,10.01325,-1.22625,4905.0,4059.96,16231.68,714.3
503,4.183333,10.003031,-1.22625,4905.0,4059.96,16265.51,715.76
504,4.191667,9.992812,-1.22625,4905.0,4059.96,16299.34,717.23
505,4.2,9.982594,-1.22625,4905.0,4059.96,16333.17,718.69
506,4.208333,9.972375,-1.22625,4905.0,4059.96,16367.01,720.15
507,4.216667,9.962156,-1.22625,4905.0,4059.96,16400.84,721.62
508,4.225,9.951937,-1.22625,4905.0,4059.96,16434.67,723.08
509,4.233333,9.941719,-1.22625,4905.0,4059.96,16468.51,724.55
510,4.241667,9.9315,-1.22625,4905.0,4059.96,16502.34,726.01
511,4.25,9.921281,-1.22625,4905.0,4059.96,16536.17,727.47
512,4.258333,9.911062,-1.22625,4905.0,4059.96,16570.01,728.94
513,4.266667,9.900844,-1.22625,4905.0,4059.96,16603.84,730.4
514,4.275,9.890625,-1.22625,4905.0,4059.96,16637.67,731.86
515,4.283333,9.880406,-1.22625,4905.0,4059.96,16671.5,733.33
516,4.291667,9.870188,-1.22625,4905.0,4059.96,16705.34,734.79
517,4.3,9.859969,-1.22625,4905.0,4059.96,16739.17,736.26
518,4.308333,9.84975,-1.22625,4905.0,4059.96,16773.0,737.72
519,4.316667,9.839531,-1.22625,4905.0,4059.96,16806.84,739.18
520,4.325,9.829313,-1.22625,4905.0,4059.96,16840.67,740.65
521,4.333333,9.819094,-1.22625,4905.0,4059.96,16874.5,742.11
522,4.341667,9.808875,-1.22625,4905.0,4059.96,16908.34,743.57
523,4.35,9.798656,-1.22625,4905.0,4059.96,16942.17,745.04
524,4.358333,9.788438,-1.22625,4905.0,4059.96,16976.0,746.5
525,4.366667,9.778219,-1.22625,4905.0,4059.96,17009.83,747.97
526,4.375,9.768,-1.22625,4905.0,4059.96,17043.67,749.43
527,4.383333,9.757781,-1.22625,4905.0,4059.96,17077.5,750.89
528,4.391667,9.747563,-1.22625,4905.0,4059.96,17111.33,752.36
529,4.4,9.737344,-1.22625,4905.0,4059.96,17145.17,753.82
530,4.408333,9.727125,-1.22625,4905.0,4059.96,17179.0,755.28
531,4.416667,9.716906,-1.22625,4905.0,4059.96,17212.83,756.75
532,4.425,9.706688,-1.22625,4905.0,4059.96,17246.67,758.21
533,4.433333,9.696469,-1.22625,4905.0,4059.96,17280.5,759.67
534,4.441667,9.68625,-1.22625,4905.0,4059.96,17314.33,761.14
535,4.45,9.676031,-1.22625,4905.0,4059.96,17348.16,762.6
536,4.458333,9.665813,-1.22625,4905.0,4059.96,17382.0,764.07
537,4.466667,9.655594,-1.22625,4905.0,4059.96,17415.83,765.53
538,4.475,9.645375,-1.22625,4905.0,4059.96,17449.66,766.99
539,4.483333,9.635156,-1.22625,4905.0,4059.96,17483.5,768.46
540,4.491667,9.624938,-1.22625,4905.0,4059.96,17517.33,769.92
541,4.5,9.614719,-1.22625,4905.0,4059.96,17551.16,771.38
542,4.508333,9.6045,-1.22625,4905.0,4059.96,17585.0,772.85
543,4.516667,9.594281,-1.22625,4905.0,4059.96,17618.83,774.31
544,4.525,9.584063,-1.22625,4905.0,4059.96,17652.66,775.78
545,4.533333,9.573844,-1.22625,4905.0,4059.96,17686.49,777.24
546,4.541667,9.563625,-1.22625,4905.0,4059.96,17720.33,778.7
547,4.55,9.553406,-1.22625,4905.0,4059.96,17754.16,780.17
548,4.558333,9.543188,-1.22625,4905.0,4059.96,17787.99,781.63
549,4.566667,9.532969,-1.22625,4905.0,4059.96,17821.83,783.09
550,4.575,9.52275,-1.22625,4905.0,4059.96,17855.66,784.56
551,4.583333,9.512531,-1.22625,4905.0,4059.96,17889.49,786.02
552,4.591667,9.502313,-1.22625,4905.0,4059.96,17923.33,787.49
553,4.6,9.492094,-1.22625,4905.0,4059.96,17957.16,788.95
554,4.608333,9.481875,-1.22625,4905.0,4059.96,17990.99,790.41
555,4.616667,9.471656,-1.22625,4905.0,4059.96,18024.82,791.88
556,4.625,9.461438,-1.22625,4905.0,4059.96,18058.66,793.34
557,4.633333,9.451219,-1.22625,4905.0,4059.96,18092.49,794.8
558,4.641667,9.441,-1.22625,4905.0,4059.96,18126.32,796.27
559,4.65,9.430781,-1.22625,4905.0,4059.96,18160.16,797.73
560,4.658333,9.420563,-1.22625,4905.0,4059.96,18193.99,799.2
561,4.666667,9.410344,-1.22625,4905.0,4059.96,18227.82,800.66
562,4.675,9.400125,-1.22625,4905.0,4059.96,18261.66,802.12
563,4.683333,9.389906,-1.22625,4905.0,4059.96,18295.49,803.59
564,4.691667,9.379688,-1.22625,4905.0,4059.96,18329.32,805.05
565,4.7,9.369469,-1.22625,4905.0,4059.96,18363.15,806.51
566,4.708333,9.35925,-1.22625,4905.0,4059.96,18396.99,807.98
567,4.716667,9.349031,-1.22625,4905.0,4059.96,18430.82,809.44
568,4.725,9.338813,-1.22625,4905.0,4059.96,18464.65,810.91
569,4.733333,9.328594,-1.22625,4905.0,4059.96,18498.49,812.37
570,4.741667,9.318375,-1.22625,4905.0,4059.96,18532.32,813.83
571,4.75,9.308156,-1.22625,4905.0,4059.96,18566.15,815.3
572,4.758333,9.297938,-1.22625,4905.0,4059.96,18599.99,816.76
573,4.766667,9.287719,-1.22625,4905.0,4059.96,18633.82,818.22
574,4.775,9.2775,-1.22625,4905.0,4059.96,18667.65,819.69
575,4.783333,9.267281,-1.22625,4905.0,4059.96,18701.48,821.15
576,4.791667,9.257063,-1.22625,4905.0,4059.96,18735.32,822.62
577,4.8,9.246844,-1.22625,4905.0,4059.96,18769.15,824.08
578,4.808333,9.236625,-1.22625,4905.0,4059.96,18802.98,825.54
579,4.816667,9.226406,-1.22625,4905.0,4059.96,18836.82,827.01
580,4.825,9.216188,-1.22625,4905.0,4059.96,18870.65,828.47
581,4.833333,9.205969,-1.22625,4905.0,4059.96,18904.48,829.93
582,4.841667,9.19575,-1.22625,4905.0,4059.96,18938.32,831.4
583,4.85,9.185531,-1.22625,4905.0,4059.96,18972.15,832.86
584,4.858333,9.175313,-1.22625,4905.0,4059.96,19005.98,834.33
585,4.866667,9.165094,-1.22625,4905.0,4059.96,19039.81,835.79
586,4.875,9.154875,-1.22625,4905.0,4059.96,19073.65,837.25
587,4.883333,9.144656,-1.22625,4905.0,4059.96,19107.48,838.72
588,4.891667,9.134438,-1.22625,4905.0,4059.96,19141.31,840.18
589,4.9,9.124219,-1.22625,4905.0,4059.96,19175.15,841.64
590,4.908333,9.114,-1.22625,4905.0,4059.96,19208.98,843.11
591,4.916667,9.103781,-1.22625,4905.0,4059.96,19242.81,844.57
592,4.925,9.093563,-1.22625,4905.0,4059.96,19276.65,846.03
593,4.933333,9.083344,-1.22625,4905.0,4059.96,19310.48,847.5
594,4.941667,9.073125,-1.22625,4905.0,4059.96,19344.31,848.96
595,4.95,9.062906,-1.22625,4905.0,4059.96,19378.14,850.43
596,4.958333,9.052688,-1.22625,4905.0,4059.96,19411.98,851.89
597,4.966667,9.042469,-1.22625,4905.0,4059.96,19445.81,853.35
598,4.975,9.03225,-1.22625,4905.0,4059.96,19479.64,854.82
599,4.983333,9.022031,-1.22625,4905.0,4059.96,19513.48,856.28
600,4.991667,9.011813,-1.22625,4905.0,4059.96,19547.31,857.74
601,5.0,9.001594,-1.22625,4905.0,4059.96,19581.14,859.21
602,5.008333,8.991375,-1.22625,4905.0,4059.96,19614.98,860.67
603,5.016667,8.981156,-1.22625,4905.0,4059.96,19648.81,862.14
604,5.025,8.970938,-1.22625,4905.0,4059.96,19682.64,863.6
605,5.033333,8.960719,-1.22625,4905.0,4059.96,19716.47,865.06
606,5.041667,8.9505,-1.22625,4905.0,4059.96,19750.31,866.53
607,5.05,8.940281,-1.22625,4905.0,4059.96,19784.14,867.99
608,5.058333,8.930063,-1.22625,4905.0,4059.96,19817.97,869.45
609,5.066667,8.919844,-1.22625,4905.0,4059.96,19851.81,870.92
610,5.075,8.909625,-1.22625,4905.0,4059.96,19885.64,872.38
611,5.083333,8.899406,-1.22625,4905.0,4059.96,19919.47,873.85
612,5.091667,8.889188,-1.22625,4905.0,4059.96,19953.31,875.31
613,5.1,8.878969,-1.22625,4905.0,4059.96,19987.14,876.77
614,5.108333,8.86875,-1.22625,4905.0,4059.96,20020.97,878.24
615,5.116667,8.858531,-1.22625,4905.0,4059.96,20054.8,879.7
616,5.125,8.848313,-1.22625,4905.0,4059.96,20088.64,881.16
617,5.133333,8.838094,-1.22625,4905.0,4059.96,20122.47,882.63
618,5.141667,8.827875,-1.22625,4905.0,4059.96,20156.3,884.09
619,5.15,8.817656,-1.22625,4905.0,4059.96,20190.14,885.56
620,5.158333,8.807438,-1.22625,4905.0,4059.96,20223.97,887.02
621,5.166667,8.797219,-1.22625,4905.0,4059.96,20257.8,888.48
622,5.175,8.787,-1.22625,4905.0,4059.96,20291.64,889.95
623,5.183333,8.776781,-1.22625,4905.0,4059.96,20325.47,891.41
624,5.191667,8.766563,-1.22625,4905.0,4059.96,20359.3,892.87
625,5.2,8.756344,-1.22625,4905.0,4059.96,20393.13,894.34
626,5.208333,8.746125,-1.22625,4905.0,4059.96,20426.97,895.8
627,5.216667,8.735906,-1.22625,4905.0,4059.96,20460.8,897.27
628,5.225,8.725688,-1.22625,4905.0,4059.96,20494.63,898.73
629,5.233333,8.715469,-1.22625,4905.0,4059.96,20528.47,900.19
630,5.241667,8.70525,-1.22625,4905.0,4059.96,20562.3,901.66
631,5.25,8.695031,-1.22625,4905.0,4059.96,20596.13,903.12
632,5.258333,8.684813,-1.22625,4905.0,4059.96,20629.97,904.58
633,5.266667,8.674594,-1.22625,4905.0,4059.96,20663.8,906.05
634,5.275,8.664375,-1.22625,4905.0,4059.96,20697.63,907.51
635,5.283333,8.654156,-1.22625,4905.0,4059.96,20731.46,908.98
636,5.291667,8.643938,-1.22625,4905.0,4059.96,20765.3,910.44
637,5.3,8.633719,-1.22625,4905.0,4059.96,20799.13,911.9
638,5.308333,8.6235,-1.22625,4905.0,4059.96,20832.96,913.37
639,5.316667,8.613281,-1.22625,4905.0,4059.96,20866.8,914.83
640,5.325,8.603063,-1.22625,4905.0,4059.96,20900.63,916.29
641,5.333333,8.592844,-1.22625,4905.0,4059.96,20934.46,917.76
642,5.341667,8.582625,-1.22625,4905.0,4059.96,20968.3,919.22
643,5.35,8.572406,-1.22625,4905.0,4059.96,21002.13,920.68
644,5.358333,8.562188,-1.22625,4905.0,4059.96,21035.96,922.15
645,5.366667,8.551969,-1.22625,4905.0,4059.96,21069.79,923.61
646,5.375,8.54175,-1.22625,4905.0,4059.96,21103.63,925.08
647,5.383333,8.531531,-1.22625,4905.0,4059.96,21137.46,926.54
648,5.391667,8.521313,-1.22625,4905.0,4059.96,21171.29,928.0
649,5.4,8.511094,-1.22625,4905.0,4059.96,21205.13,929.47
650,5.408333,8.500875,-1.22625,4905.0,4059.96,21238.96,930.93
651,5.416667,8.490656,-1.22625,4905.0,4059.96,21272.79,932.39
652,5.425,8.480438,-1.22625,4905.0,4059.96,21306.63,933.86
653,5.433333,8.470219,-1.22625,4905.0,4059.96,21340.46,935.32
654,5.441667,8.46,-1.22625,4905.0,4059.96,21374.29,936.79
655,5.45,8.449781,-1.22625,4905.0,4059.96,21408.12,938.25
656,5.458333,8.439563,-1.22625,4905.0,4059.96,21441.96,939.71
657,5.466667,8.429344,-1.22625,4905.0,4059.96,21475.79,941.18
658,5.475,8.419125,-1.22625,4905.0,4059.96,21509.62,942.64
659,5.483333,8.408906,-1.22625,4905.0,4059.96,21543.46,944.1
660,5.491667,8.398688,-1.22625,4905.0,4059.96,21577.29,945.57
661,5.5,8.388469,-1.22625,4905.0,4059.96,21611.12,947.03
662,5.508333,8.37825,-1.22625,4905.0,4059.96,21644.96,948.5
663,5.516667,8.368031,-1.22625,4905.0,4059.96,21678.79,949.96
664,5.525,8.357813,-1.22625,4905.0,4059.96,21712.62,951.42
665,5.533333,8.347594,-1.22625,4905.0,4059.96,21746.45,952.89
666,5.541667,8.337375,-1.22625,4905.0,4059.96,21780.29,954.35
667,5.55,8.327156,-1.22625,4905.0,4059.96,21814.12,955.81
668,5.558333,8.316938,-1.22625,4905.0,4059.96,21847.95,957.28
669,5.566667,8.306719,-1.22625,4905.0,4059.96,21881.79,958.74
670,5.575,8.2965,-1.22625,4905.0,4059.96,21915.62,960.21
671,5.583333,8.286281,-1.22625,4905.0,4059.96,21949.45,961.67
672,5.591667,8.276063,-1.22625,4905.0,4059.96,21983.29,963.13
673,5.6,8.265844,-1.22625,4905.0,4059.96,22017.12,964.6
674,5.608333,8.255625,-1.22625,4905.0,4059.96,22050.95,966.06
675,5.616667,8.245406,-1.22625,4905.0,4059.96,22084.78,967.52
676,5.625,8.235188,-1.22625,4905.0,4059.96,22118.62,968.99
677,5.633333,8.224969,-1.22625,4905.0,4059.96,22152.45,970.45
678,5.641667,8.21475,-1.22625,4905.0,4059.96,22186.28,971.92
679,5.65,8.204531,-1.22625,4905.0,4059.96,22220.12,973.38
680,5.658333,8.194313,-1.22625,4905.0,4059.96,22253.95,974.84
681,5.666667,8.184094,-1.22625,4905.0,4059.96,22287.78,976.31
682,5.675,8.173875,-1.22625,4905.0,4059.96,22321.62,977.77
683,5.683333,8.163656,-1.22625,4905.0,4059.96,22355.45,979.23
684,5.691667,8.153438,-1.22625,4905.0,4059.96,22389.28,980.7
685,5.7,8.143219,-1.22625,4905.0,4059.96,22423.12,982.16
686,5.708333,8.133,-1.22625,4905.0,4059.96,22456.95,983.63
687,5.716667,8.122781,-1.22625,4905.0,4059.96,22490.78,985.09
688,5.725,8.112563,-1.22625,4905.0,4059.96,22524.61,986.55
689,5.733333,8.102344,-1.22625,4905.0,4059.96,22558.45,988.02
690,5.741667,8.092125,-1.22625,4905.0,4059.96,22592.28,989.48
691,5.75,8.081906,-1.22625,4905.0,4059.96,22626.11,990.94
692,5.758333,8.071688,-1.22625,4905.0,4059.96,22659.95,992.41
693,5.766667,8.061469,-1.22625,4905.0,4059.96,22693.78,993.87
694,5.775,8.05125,-1.22625,4905.0,4059.96,22727.61,995.34
695,5.783333,8.041031,-1.22625,4905.0,4059.96,22761.45,996.8
696,5.791667,8.030813,-1.22625,4905.0,4059.96,22795.28,998.26
697,5.8,8.020594,-1.22625,4905.0,4059.96,22829.11,999.73
698,5.808333,8.010375,-1.22625,4905.0,4059.96,22862.94,1001.19
699,5.816667,8.000156,-1.22625,4905.0,4059.96,22896.78,1002.65
700,5.825,7.989938,-1.22625,4905.0,4059.96,22930.61,1004.12
701,5.833333,7.979719,-1.22625,4905.0,4059.96,22964.44,1005.58
702,5.841667,7.9695,-1.22625,4905.0,4059.96,22998.28,1007.04
703,5.85,7.959281,-1.22625,4905.0,4059.96,23032.11,1008.51
704,5.858333,7.949063,-1.22625,4905.0,4059.96,23065.94,1009.97
705,5.866667,7.938844,-1.22625,4905.0,4059.96,23099.78,1011.44
706,5.875,7.928625,-1.22625,4905.0,4059.96,23133.61,1012.9
707,5.883333,7.918406,-1.22625,4905.0,4059.96,23167.44,1014.36
708,5.891667,7.908188,-1.22625,4905.0,4059.96,23201.27,1015.83
709,5.9,7.897969,-1.22625,4905.0,4059.96,23235.11,1017.29
710,5.908333,7.88775,-1.22625,4905.0,4059.96,23268.94,1018.75
711,5.916667,7.877531,-1.22625,4905.0,4059.96,23302.77,1020.22
712,5.925,7.867313,-1.22625,4905.0,4059.96,23336.61,1021.68
713,5.933333,7.857094,-1.22625,4905.0,4059.96,23370.44,1023.15
714,5.941667,7.846875,-1.22625,4905.0,4059.96,23404.27,1024.61
715,5.95,7.836656,-1.22625,4905.0,4059.96,23438.11,1026.07
716,5.958333,7.826438,-1.22625,4905.0,4059.96,23471.94,1027.54
717,5.966667,7.816219,-1.22625,4905.0,4059.96,23505.77,1029.0
718,5.975,7.806,-1.22625,4905.0,4059.96,23539.6,1030.46
719,5.983333,7.795781,-1.22625,4905.0,4059.96,23573.44,1031.93
720,5.991667,7.785563,-1.22625,4905.0,4059.96,23607.27,1033.39
721,6.0,7.775344,-1.22625,4905.0,4059.96,23641.1,1034.86
722,6.008333,7.765125,-1.22625,4905.0,4059.96,23674.94,1036.32
723,6.016667,7.754906,-1.22625,4905.0,4059.96,23708.77,1037.78
724,6.025,7.744688,-1.22625,4905.0,4059.96,23742.6,1039.25
725,6.033333,7.734469,-1.22625,4905.0,4059.96,23776.44,1040.71
726,6.041667,7.72425,-1.22625,4905.0,4059.96,23810.27,1042.17
727,6.05,7.714031,-1.22625,4905.0,4059.96,23844.1,1043.64
728,6.058333,7.703813,-1.22625,4905.0,4059.96,23877.93,1045.1
729,6.066667,7.693594,-1.22625,4905.0,4059.96,23911.77,1046.57
730,6.075,7.683375,-1.22625,4905.0,4059.96,23945.6,1048.03
731,6.083333,7.673156,-1.22625,4905.0,4059.96,23979.43,1049.49
732,6.091667,7.662938,-1.22625,4905.0,4059.96,24013.27,1050.96
733,6.1,7.652719,-1.22625,4905.0,4059.96,24047.1,1052.42
734,6.108333,7.6425,-1.22625,4905.0,4059.96,24080.93,1053.88
735,6.116667,7.632281,-1.22625,4905.0,4059.96,24114.77,1055.35
736,6.125,7.622063,-1.22625,4905.0,4059.96,24148.6,1056.81
737,6.133333,7.611844,-1.22625,4905.0,4059.96,24182.43,1058.28
738,6.141667,7.601625,-1.22625,4905.0,4059.96,24216.26,1059.74
739,6.15,7.591406,-1.22625,4905.0,4059.96,24250.1,1061.2
740,6.158333,7.581188,-1.22625,4905.0,4059.96,24283.93,1062.67
741,6.166667,7.570969,-1.22625,4905.0,4059.96,24317.76,1064.13
742,6.175,7.56075,-1.22625,4905.0,4059.96,24351.6,1065.59
743,6.183333,7.550531,-1.22625,4905.0,4059.96,24385.43,1067.06
744,6.191667,7.540313,-1.22625,4905.0,4059.96,24419.26,1068.52
745,6.2,7.530094,-1.22625,4905.0,4059.96,24453.1,1069.99
746,6.208333,7.519875,-1.22625,4905.0,4059.96,24486.93,1071.45
747,6.216667,7.509656,-1.22625,4905.0,4059.96,24520.76,1072.91
748,6.225,7.499438,-1.22625,4905.0,4059.96,24554.59,1074.38
749,6.233333,7.489219,-1.22625,4905.0,4059.96,24588.43,1075.84
750,6.241667,7.479,-1.22625,4905.0,4059.96,24622.26,1077.3
751,6.25,7.468781,-1.22625,4905.0,4059.96,24656.09,1078.77
752,6.258333,7.458563,-1.22625,4905.0,4059.96,24689.93,1080.23
753,6.266667,7.448344,-1.22625,4905.0,4059.96,24723.76,1081.7
754,6.275,7.438125,-1.22625,4905.0,4059.96,24757.59,1083.16
755,6.283333,7.427906,-1.22625,4905.0,4059.96,24791.43,1084.62
756,6.291667,7.417688,-1.22625,4905.0,4059.96,24825.26,1086.09
757,6.3,7.407469,-1.22625,4905.0,4059.96,24859.09,1087.55
